2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Hero Damage Done - Most in Life,2163
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Kill Streak - Best,8
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Objective Kills - Most in Game,11
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Objective Time - Most in Game,270
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Time Spent on Fire - Most in Game,70
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Weapon Accuracy - Best in Game,0.75
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Medals - Bronze,11
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Medals - Silver,14
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Medals - Gold,3
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Medals,28
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Card,1
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Defensive Assists,69
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Defensive Assists - Avg per 10 Min,8.85
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Defensive Assists - Most in Game,19
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Healing Done,26194
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Healing Done - Most in Game,4048
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Offensive Assists,9
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Offensive Assists - Avg per 10 Min,1.15
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Offensive Assists - Most in Game,4
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Amplification Matrix Assists,9
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Amplification Matrix Assists - Avg per 10 Min,1.15
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Amplification Matrix Assists - Best in Game,4
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Amplification Matrix Casts,18
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Amplification Matrix Casts - Avg per 10 Min,2.31
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Amplification Matrix Casts - Most in Game,3
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Damage Amplified,2940
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Damage Amplified - Avg per 10 Min,377
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Damage Amplified - Most in Game,620
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Healing Accuracy,0.42
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Healing Accuracy - Best in Game,0.57
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Immortality Field Deaths Prevented,4
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Immortality Field Deaths Prevented - Avg per 10 Min,0.51
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Immortality Field Deaths Prevented - Most in Game,4
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Self Healing,9096
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Self Healing - Avg per 10 Min,1167
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Self Healing - Most in Game,1529
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,All Damage Done - Avg per 10 Min,6113
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Barrier Damage Done - Avg per 10 Min,2095
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Critical Hits - Avg per 10 Min,13.47
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Deaths - Avg per 10 Min,7.18
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Eliminations - Avg per 10 Min,10.64
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Eliminations per Life,1.48
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Final Blows - Avg per 10 Min,2.95
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Healing Done - Avg per 10 Min,3359
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Hero Damage Done - Avg per 10 Min,3889
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Objective Kills - Avg per 10 Min,5.77
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Objective Time - Avg per 10 Min,73
2021-02-02 09:14:34.535770,Quickplay,slug,Baptiste,Time Spent on Fire - Avg per 10 Min,19
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Time Played,376
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,All Damage Done,1528
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Barrier Damage Done,245
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Deaths,6
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Hero Damage Done,1253
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Objective Time,12
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,All Damage Done - Most in Game,1528
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,All Damage Done - Most in Life,845
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Barrier Damage Done - Most in Game,245
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Hero Damage Done - Most in Game,1253
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Hero Damage Done - Most in Life,815
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Objective Time - Most in Game,12
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Medals - Bronze,1
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Medals,1
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Defensive Assists,2
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Defensive Assists - Avg per 10 Min,3.19
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Healing Done,1425
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Healing Done - Most in Game,1425
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Armor Provided,385
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Armor Provided - Avg per 10 Min,614
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Armor Provided - Most in Game,385
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Damage Blocked,1071
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Damage Blocked - Avg per 10 Min,1708
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Damage Blocked - Most in Game,1071
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Inspire Uptime Percentage,0.16
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Self Healing,512
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Self Healing - Avg per 10 Min,817
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,All Damage Done - Avg per 10 Min,2435
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Barrier Damage Done - Avg per 10 Min,391
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Deaths - Avg per 10 Min,9.57
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Healing Done - Avg per 10 Min,2272
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Hero Damage Done - Avg per 10 Min,1997
2021-02-02 09:14:34.535770,Quickplay,slug,Brigitte,Objective Time - Avg per 10 Min,18
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,All Damage Done,155010
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Barrier Damage Done,45197
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Critical Hit Accuracy,0.08
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Critical Hits,3775
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Deaths,127
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Eliminations,444
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Final Blows,149
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Hero Damage Done,105922
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Multikills,15
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Objective Kills,129
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Objective Time,1388
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Quick Melee Accuracy,0.75
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Solo Kills,49
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Time Spent on Fire,657
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Weapon Accuracy,0.17
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Games Lost,16
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Games Played,31
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Games Won,15
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Time Played,209
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Win Percentage,0.48
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,All Damage Done - Most in Game,13491
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,All Damage Done - Most in Life,6417
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Barrier Damage Done - Most in Game,4521
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Critical Hits - Most in Game,254
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Critical Hits - Most in Life,117
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Eliminations - Most in Game,32
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Eliminations - Most in Life,20
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Final Blows - Most in Game,12
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Hero Damage Done - Most in Game,8758
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Hero Damage Done - Most in Life,4152
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Kill Streak - Best,20
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Multikill - Best,5
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Objective Kills - Most in Game,18
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Objective Time - Most in Game,202
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Solo Kills - Most in Game,6
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Time Spent on Fire - Most in Game,132
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Weapon Accuracy - Best in Game,0.23
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Damage Blocked,7785
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Damage Blocked - Avg per 10 Min,371
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Damage Blocked - Most in Game,1167
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Mech Deaths,181
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Mechs Called,95
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Mechs Called - Avg per 10 Min,4.53
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Mechs Called - Most in Game,10
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Self-Destruct Kills,55
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Self-Destruct Kills - Avg per 10 Min,2.62
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Self-Destruct Kills - Most in Game,8
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Turrets Destroyed,3
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Medals - Bronze,27
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Medals - Silver,34
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Medals - Gold,20
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Medals,81
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Cards,9
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,All Damage Done - Avg per 10 Min,7390
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Barrier Damage Done - Avg per 10 Min,2155
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Critical Hits - Avg per 10 Min,180
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Deaths - Avg per 10 Min,6.05
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Eliminations - Avg per 10 Min,21.17
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Eliminations per Life,3.50
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Final Blows - Avg per 10 Min,7.10
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Hero Damage Done - Avg per 10 Min,5050
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Objective Kills - Avg per 10 Min,6.15
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Objective Time - Avg per 10 Min,66
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Solo Kills - Avg per 10 Min,2.34
2021-02-02 09:14:34.535770,Quickplay,slug,D.Va,Time Spent on Fire - Avg per 10 Min,31
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,All Damage Done,7935
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Barrier Damage Done,3065
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Critical Hit Accuracy,0.05
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Critical Hits,11
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Deaths,17
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Eliminations,15
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Final Blows,5
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Hero Damage Done,4737
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Objective Kills,6
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Objective Time,83
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Weapon Accuracy,0.19
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Games Lost,2
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Games Played,2
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Time Played,1245
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,All Damage Done - Most in Game,4214
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,All Damage Done - Most in Life,1315
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Barrier Damage Done - Most in Game,1845
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Critical Hits - Most in Game,6
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Critical Hits - Most in Life,3
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Eliminations - Most in Game,8
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Eliminations - Most in Life,4
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Final Blows - Most in Game,3
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Hero Damage Done - Most in Game,2448
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Hero Damage Done - Most in Life,1015
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Kill Streak - Best,4
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Objective Kills - Most in Game,4
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Objective Time - Most in Game,67
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Weapon Accuracy - Best in Game,0.18
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Self Healing,3738
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Self Healing - Avg per 10 Min,1801
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Self Healing - Most in Game,2600
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Sound Barriers Provided,24
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Sound Barriers Provided - Avg per 10 Min,11.57
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Sound Barriers Provided - Most in Game,15
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Medals - Bronze,2
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Medals - Gold,2
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Medals,4
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Card,1
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Defensive Assists,4
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Defensive Assists - Avg per 10 Min,1.93
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Defensive Assists - Most in Game,4
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Healing Done,13069
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Healing Done - Most in Game,9447
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Offensive Assists,2
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Offensive Assists - Avg per 10 Min,0.96
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Offensive Assists - Most in Game,2
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,All Damage Done - Avg per 10 Min,3824
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Barrier Damage Done - Avg per 10 Min,1477
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Critical Hits - Avg per 10 Min,5.30
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Deaths - Avg per 10 Min,8.19
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Eliminations - Avg per 10 Min,7.23
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Eliminations per Life,0.88
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Final Blows - Avg per 10 Min,2.41
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Healing Done - Avg per 10 Min,6299
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Hero Damage Done - Avg per 10 Min,2283
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Objective Kills - Avg per 10 Min,2.89
2021-02-02 09:14:34.535770,Quickplay,slug,Lúcio,Objective Time - Avg per 10 Min,40
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Games Lost,0
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Games Played,0
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Time Played,162
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,All Damage Done,2852
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Critical Hit,1
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Critical Hit Accuracy,0.14
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Deaths,2
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Hero Damage Done,852
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Weapon Accuracy,0.44
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,All Damage Done - Most in Game,2852
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,All Damage Done - Most in Life,2045
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Critical Hit - Most in Game,1
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Critical Hit - Most in Life,1
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Hero Damage Done - Most in Game,852
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Hero Damage Done - Most in Life,807
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Weapon Accuracy - Best in Game,0.44
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Enemies Frozen - Avg per 10 Min,3.70
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Enemy Frozen,1
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Enemy Frozen - Most in Game,1
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,All Damage Done - Avg per 10 Min,10539
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Critical Hits - Avg per 10 Min,3.70
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Deaths - Avg per 10 Min,7.39
2021-02-02 09:14:34.535770,Quickplay,slug,Mei,Hero Damage Done - Avg per 10 Min,3148
2021-02-02 09:14:34.535770,Quickplay,slug,Orisa,All Damage Done,63062
2021-02-02 09:14:34.535770,Quickplay,slug,Orisa,Barrier Damage Done,21866
2021-02-02 09:14:34.535770,Quickplay,slug,Orisa,Deaths,45
2021-02-02 09:14:34.535770,Quickplay,slug,Orisa,Eliminations,123
